Protein	gene	Indistinguishable.Proteins	Description	ko_id
401	P15661	992_SemiBin_233_contig_1712877_17		rank: D;FAD binding domain [PF00890.29];HI0933-like protein Rossmann domain [PF03486.19];FAD dependent oxidoreductase [PF01266.29];FAD dependent oxidoreductase [PF12831.12];Glucose inhibited division protein A [PF01134.27] (db=pfam)	NA
402	P15668	992_SemiBin_233_contig_1712877_35		rank: C;starch synthase [EC:2.4.1.21] (db=kegg)	K00703
403	P15674	992_SemiBin_233_contig_1712877_48		rank: C;V/A-type H+/Na+-transporting ATPase subunit D (db=kegg)	K02120
404	P15678	992_SemiBin_233_contig_1712877_52		rank: C;V/A-type H+/Na+-transporting ATPase subunit E (db=kegg)	K02121
405	P15679	992_SemiBin_233_contig_1712877_53		rank: C;aldose 1-epimerase [EC:5.1.3.3] (db=kegg)	K01785
406	P15683	992_SemiBin_233_contig_1712877_71		rank: C;chemotaxis protein MotA (db=kegg)	K02556
407	P15697	992_SemiBin_233_contig_1712878_24		rank: C;putative aldouronate transport system substrate-binding protein (db=kegg)	K17318
408	P15712	992_SemiBin_233_contig_1712878_62		rank: C;large subunit ribosomal protein L4 (db=kegg)	K02926
409	P15717	992_SemiBin_233_contig_1712878_68		rank: C;large subunit ribosomal protein L16 (db=kegg)	K02878
410	P15727	992_SemiBin_233_contig_1712878_80		rank: C;large subunit ribosomal protein L15 (db=kegg)	K02876
411	P15730	992_SemiBin_233_contig_1712878_84		rank: C;small subunit ribosomal protein S4 (db=kegg)	K02986
412	P15745	992_SemiBin_233_contig_1712880_19	MEGAHIT-MetaBAT2-S948.142_contig_869944_9	rank: C;V/A-type H+/Na+-transporting ATPase subunit K (db=kegg)	K02124
413	P15748	992_SemiBin_233_contig_1712880_3		rank: E	NA
414	P15752	992_SemiBin_233_contig_1712880_42		rank: C;ATP-binding cassette, subfamily B, multidrug efflux pump (db=kegg)	K18887
415	P15754	992_SemiBin_233_contig_1712880_45		rank: C;modulator of FtsH protease HflC (db=kegg)	K04087
416	P15762	992_SemiBin_233_contig_1712880_9		rank: C;phosphoribosylformylglycinamidine synthase [EC:6.3.5.3] (db=kegg)	K01952
417	P15771	992_SemiBin_233_contig_1712883_37		rank: C;preprotein translocase subunit YajC (db=kegg)	K03210
418	P15773	992_SemiBin_233_contig_1712883_39		rank: D;Protein export membrane protein [PF02355.21] (db=pfam)	NA
419	P15780	992_SemiBin_233_contig_1712883_8		rank: E	NA
420	P15800	992_SemiBin_233_contig_1712887_79		rank: D;Binding-protein-dependent transport system inner membrane component [PF00528.27] (db=pfam)	NA
421	P15832	992_SemiBin_233_contig_1712897_7		rank: E	NA
422	P15839	992_SemiBin_233_contig_1712899_18		rank: C;uncharacterized protein (db=kegg)	K09807
423	P15848	992_SemiBin_233_contig_1712901_7		rank: E	NA
424	P15850	992_SemiBin_233_contig_1712902_13		rank: D;Aconitase family (aconitate hydratase) [PF00330.25];Aconitase C-terminal domain [PF00694.24] (db=pfam)	NA
425	P15851	992_SemiBin_233_contig_1712902_19		rank: C;polyribonucleotide nucleotidyltransferase [EC:2.7.7.8] (db=kegg)	K00962
426	P15856	992_SemiBin_233_contig_1712902_6		rank: C;argininosuccinate synthase [EC:6.3.4.5] (db=kegg)	K01940
427	P15857	992_SemiBin_233_contig_1712903_10		rank: C;xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22] (db=kegg)	K01621
428	P15868	992_SemiBin_233_contig_1712904_37		rank: D;Bacterial extracellular solute-binding protein [PF01547.30];Bacterial extracellular solute-binding protein [PF13416.11] (db=pfam)	NA
429	P15871	992_SemiBin_233_contig_1712904_40		rank: D;Anaphase-promoting complex, cyclosome, subunit 3 [PF12895.12];Tetratricopeptide repeat [PF13432.11] (db=pfam)	NA
430	P15872	992_SemiBin_233_contig_1712904_41		rank: E	NA
431	P15878	992_SemiBin_233_contig_1712904_50		rank: C;small subunit ribosomal protein S16 (db=kegg)	K02959
432	P15894	992_SemiBin_233_contig_1712910_34		rank: C;adenylosuccinate synthase [EC:6.3.4.4] (db=kegg)	K01939
433	P15905	992_SemiBin_233_contig_1712911_3		rank: E	NA
434	P15917	992_SemiBin_359_contig_6774813_40		rank: D;Respiratory-chain NADH dehydrogenase 51 Kd subunit [PF01512.22];RnfC Barrel sandwich hybrid domain [PF13375.11] (db=pfam)	NA
435	P15919	992_SemiBin_359_contig_6774821_3		rank: C;aspartate aminotransferase [EC:2.6.1.1] (db=kegg)	K11358
436	P15990	993_SemiBin_0_contig_4100150_18		rank: C;cellobiose transport system substrate-binding protein (db=kegg)	K10240
437	P15992	993_SemiBin_0_contig_4100150_21		rank: C;glucose-6-phosphate isomerase [EC:5.3.1.9] (db=kegg)	K01810
438	P16013	993_SemiBin_0_contig_4100167_5		rank: C;DNA gyrase subunit A [EC:5.6.2.2] (db=kegg)	K02469
439	P16014	993_SemiBin_0_contig_4100169_9		rank: C;large subunit ribosomal protein L13 (db=kegg)	K02871
440	P16093	993_SemiBin_0_contig_4100226_13		rank: C;transketolase [EC:2.2.1.1] (db=kegg)	K00615
441	P16124	993_SemiBin_0_contig_4100238_2	MEGAHIT-MetaBAT2-S993.109_contig_3807272_10	rank: C;DNA-directed RNA polymerase subunit omega [EC:2.7.7.6] (db=kegg)	K03060
442	P16167	993_SemiBin_156_contig_1760520_36		rank: C;small subunit ribosomal protein S2 (db=kegg)	K02967
443	P16173	993_SemiBin_156_contig_1760527_14		rank: C;large subunit ribosomal protein L25 (db=kegg)	K02897
444	P16227	993_SemiBin_2_contig_3830858_3		rank: C;aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7] (db=kegg)	K02434
445	P16271	IsollateEukC-trimmed-reads.medaka_contig_1_40		rank: D;Phosphorylase superfamily [PF01048.25] (db=pfam)	NA
446	P16328	MEGAHIT-MetaBAT2-S932.114_contig_6341950_8		rank: C;TonB-dependent starch-binding outer membrane protein SusC (db=kegg)	K21573
447	P16449	MEGAHIT-MetaBAT2-S932.178_contig_4129789_2		rank: D;Domain of unknown function (DUF5017) [PF16409.10] (db=pfam)	NA
448	P16455	MEGAHIT-MetaBAT2-S932.178_contig_4129800_3		rank: E	NA
449	P16542	MEGAHIT-MetaBAT2-S932.184_contig_6159133_4	MEGAHIT-MetaBAT2-S956.103_contig_5657445_15	rank: C;murein lipoprotein (db=kegg)	K06078
450	P16600	MEGAHIT-MetaBAT2-S932.36_contig_1898852_14		rank: D;Transketolase, pyrimidine binding domain [PF02779.29];Transketolase, C-terminal domain [PF02780.25];Transketolase-like TK C-terminal domain [PF22613.1] (db=pfam)	NA
451	P16608	MEGAHIT-MetaBAT2-S932.36_contig_1898870_3		rank: C;D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399] (db=kegg)	K00058
452	P16621	MEGAHIT-MetaBAT2-S932.36_contig_1898916_10		rank: D;Pyridoxal-phosphate dependent enzyme [PF00291.30] (db=pfam)	NA
453	P16671	MEGAHIT-MetaBAT2-S932.36_contig_1899054_2		rank: C;enoyl-CoA hydratase [EC:4.2.1.17] (db=kegg)	K01715
454	P16734	MEGAHIT-MetaBAT2-S932.53_contig_2808116_38	MEGAHIT-MetaBAT2-S934.132_contig_5200112_4, MEGAHIT-MetaBAT2-S938.190_contig_1791451_34	rank: C;aspartate kinase [EC:2.7.2.4] (db=kegg)	K00928
455	P16778	MEGAHIT-MetaBAT2-S932.53_contig_2808169_9		rank: C;L-arabinose isomerase [EC:5.3.1.4] (db=kegg)	K01804
456	P16808	MEGAHIT-MetaBAT2-S932.53_contig_2808224_21	MEGAHIT-MetaBAT2-S938.190_contig_1791401_7	rank: C;UDP-galactopyranose mutase [EC:5.4.99.9] (db=kegg)	K01854
457	P16870	MEGAHIT-MetaBAT2-S932.72_contig_1470561_30		rank: C;phosphoribosylformylglycinamidine synthase [EC:6.3.5.3] (db=kegg)	K01952
458	P16977	MEGAHIT-MetaBAT2-S933.133_contig_1079941_1		rank: E	NA
459	P16995	MEGAHIT-MetaBAT2-S933.133_contig_1079952_2		rank: C;butyryl-CoA dehydrogenase [EC:1.3.8.1] (db=kegg)	K00248
460	P17045	MEGAHIT-MetaBAT2-S933.133_contig_1079992_21		rank: C;lysozyme (db=kegg)	K07273
461	P17186	MEGAHIT-MetaBAT2-S933.161_contig_5760198_5		rank: C;biopolymer transport protein ExbD (db=kegg)	K03559
462	P17257	MEGAHIT-MetaBAT2-S933.161_contig_5760293_3	MEGAHIT-MetaBAT2-S941.86_contig_5776219_10, MEGAHIT-MetaBAT2-S990.131_contig_6877002_26	rank: C;small subunit ribosomal protein S17 (db=kegg)	K02961
463	P17294	MEGAHIT-MetaBAT2-S933.74_contig_4561881_1		rank: E	NA
464	P17316	MEGAHIT-MetaBAT2-S934.132_contig_5200174_34		rank: C;rubrerythrin (db=kegg)	K19824
465	P17325	MEGAHIT-MetaBAT2-S934.132_contig_5200187_6		rank: C;2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42] (db=kegg)	K01625
466	P17378	MEGAHIT-MetaBAT2-S934.40_contig_3235031_11		rank: D;Enoyl-(Acyl carrier protein) reductase [PF13561.11];short chain dehydrogenase [PF00106.30];KR domain [PF08659.15] (db=pfam)	NA
467	P17674	MEGAHIT-MetaBAT2-S935.60_contig_5798550_23		rank: C;two-component system, chemotaxis family, chemotaxis protein CheV (db=kegg)	K03415
468	P17707	MEGAHIT-MetaBAT2-S935.60_contig_5798564_36		rank: D;Gram-positive pilin backbone subunit 2, Cna-B-like domain [PF16569.10];Prealbumin-like fold domain [PF17802.6] (db=pfam)	NA
469	P17720	MEGAHIT-MetaBAT2-S935.60_contig_5798567_20		rank: D;Bacterial extracellular solute-binding protein [PF13416.11];Bacterial extracellular solute-binding protein [PF01547.30] (db=pfam)	NA
470	P17731	MEGAHIT-MetaBAT2-S935.60_contig_5798573_115		rank: C;4-alpha-glucanotransferase [EC:2.4.1.25] (db=kegg)	K00705
471	P17751	MEGAHIT-MetaBAT2-S935.60_contig_5798573_40		rank: C;H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D [EC:7.1.1.11 7.2.1.2] (db=kegg)	K03614
472	P17794	MEGAHIT-MetaBAT2-S935.60_contig_5798590_8		rank: C;glutamate synthase (NADPH) large chain [EC:1.4.1.13] (db=kegg)	K00265
473	P17902	MEGAHIT-MetaBAT2-S935.60_contig_5798641_42		rank: C;ribonucrease Y [EC:3.1.-.-] (db=kegg)	K18682
474	P17974	MEGAHIT-MetaBAT2-S935.70_contig_6981981_17		rank: C;DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6] (db=kegg)	K03040
475	P17999	MEGAHIT-MetaBAT2-S937.157_contig_4521509_14		rank: C;cell division protease FtsH [EC:3.4.24.-] (db=kegg)	K03798
476	P18016	MEGAHIT-MetaBAT2-S937.157_contig_4521660_1		rank: C;tyrosyl-tRNA synthetase [EC:6.1.1.1] (db=kegg)	K01866
477	P18077	MEGAHIT-MetaBAT2-S937.160_contig_3039900_86		rank: D;Pullulanase X25 domain [PF22058.1] (db=pfam)	NA
478	P18083	MEGAHIT-MetaBAT2-S937.179_contig_2343599_8		rank: C;peptide/nickel transport system substrate-binding protein (db=kegg)	K02035
479	P18084	MEGAHIT-MetaBAT2-S937.179_contig_2343601_4		rank: E	NA
480	P18112	MEGAHIT-MetaBAT2-S937.179_contig_2343688_1		rank: C;urocanate reductase [EC:1.3.99.33] (db=kegg)	K17363
481	P18122	MEGAHIT-MetaBAT2-S937.179_contig_2343689_34		rank: C;small subunit ribosomal protein S4 (db=kegg)	K02986
482	P18137	MEGAHIT-MetaBAT2-S937.179_contig_2343739_5		rank: C;branched-chain amino acid transport system substrate-binding protein (db=kegg)	K01999
483	P18215	MEGAHIT-MetaBAT2-S937.180_contig_3990885_2		rank: C;dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13] (db=kegg)	K01790
484	P18233	MEGAHIT-MetaBAT2-S937.180_contig_3990897_10		rank: C;enoyl-CoA hydratase [EC:4.2.1.17] (db=kegg)	K01715
485	P18293	MEGAHIT-MetaBAT2-S937.180_contig_3990957_8		rank: D;Acetyl-CoA hydrolase/transferase C-terminal domain [PF13336.11];Acetyl-CoA hydrolase/transferase N-terminal domain [PF02550.20] (db=pfam)	NA
486	P18346	MEGAHIT-MetaBAT2-S938.116_contig_4254309_2		rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)	K21572
487	P18372	MEGAHIT-MetaBAT2-S938.116_contig_4254345_14		rank: C;tagaturonate reductase [EC:1.1.1.58] (db=kegg)	K00041
488	P18404	MEGAHIT-MetaBAT2-S938.116_contig_4254422_5		rank: D;Fasciclin domain [PF02469.27] (db=pfam)	NA
489	P18408	MEGAHIT-MetaBAT2-S938.116_contig_4254422_9		rank: E	NA
490	P18412	MEGAHIT-MetaBAT2-S938.116_contig_4254432_5		rank: C;serine protease Do [EC:3.4.21.107] (db=kegg)	K04771
491	P18418	MEGAHIT-MetaBAT2-S938.116_contig_4254445_4		rank: E	NA
492	P18441	MEGAHIT-MetaBAT2-S938.116_contig_4254479_1		rank: D;Conserved carboxylase domain [PF02436.23];HMGL-like [PF00682.24] (db=pfam)	NA
493	P18443	MEGAHIT-MetaBAT2-S938.116_contig_4254479_12		rank: D;TonB dependent receptor-like, beta-barrel [PF00593.29] (db=pfam)	NA
494	P18444	MEGAHIT-MetaBAT2-S938.116_contig_4254479_13		rank: D;Fasciclin domain [PF02469.27] (db=pfam)	NA
495	P18446	MEGAHIT-MetaBAT2-S938.116_contig_4254479_15		rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)	K21572
496	P18473	MEGAHIT-MetaBAT2-S938.116_contig_4254507_3		rank: E	NA
497	P18477	MEGAHIT-MetaBAT2-S938.116_contig_4254526_14		rank: C;superoxide reductase [EC:1.15.1.2] (db=kegg)	K05919
498	P18608	MEGAHIT-MetaBAT2-S938.190_contig_1791369_4		rank: C;ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90] (db=kegg)	K21071
499	P18610	MEGAHIT-MetaBAT2-S938.190_contig_1791381_1		rank: E	NA
500	P18611	MEGAHIT-MetaBAT2-S938.190_contig_1791384_3		rank: C;orotidine-5'-phosphate decarboxylase [EC:4.1.1.23] (db=kegg)	K01591
501	P18718	MEGAHIT-MetaBAT2-S938.190_contig_1791562_10		rank: D;Iron-sulfur cluster binding domain of dihydroorotate dehydrogenase B [PF10418.14];Oxidoreductase NAD-binding domain [PF00175.26];Oxidoreductase FAD-binding domain [PF00970.29] (db=pfam)	NA
502	P18729	MEGAHIT-MetaBAT2-S938.190_contig_1791603_1		rank: C;phosphoribosylformylglycinamidine synthase [EC:6.3.5.3] (db=kegg)	K01952
503	P18772	MEGAHIT-MetaBAT2-S938.43_contig_1391587_5		rank: C;formate C-acetyltransferase [EC:2.3.1.54] (db=kegg)	K00656
504	P18801	MEGAHIT-MetaBAT2-S938.66_contig_5122578_9	MEGAHIT-MetaBAT2-S975.132_contig_1872222_43	rank: D;Binding-protein-dependent transport system inner membrane component [PF00528.27] (db=pfam)	NA
505	P18862	MEGAHIT-MetaBAT2-S939.26_contig_4447469_8		rank: C;methenyltetrahydromethanopterin cyclohydrolase [EC:3.5.4.27] (db=kegg)	K01499
506	P18895	MEGAHIT-MetaBAT2-S939.26_contig_4447576_2		rank: D;Rubrerythrin [PF02915.22];Rubrerythrin, rubredoxin-like domain [PF21349.2] (db=pfam)	NA
507	P18923	MEGAHIT-MetaBAT2-S941.34_contig_3688472_4		rank: E	NA
508	P18934	MEGAHIT-MetaBAT2-S941.34_contig_3688573_3		rank: D;Starch-binding module 26 [PF16738.10] (db=pfam)	NA
509	P18952	MEGAHIT-MetaBAT2-S941.86_contig_5776079_4		rank: C;adenylosuccinate synthase [EC:6.3.4.4] (db=kegg)	K01939
510	P19262	MEGAHIT-MetaBAT2-S942.31_contig_2232946_6		rank: C;F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1] (db=kegg)	K02111
511	P19318	MEGAHIT-MetaBAT2-S942.31_contig_2233040_2		rank: C;rubrerythrin (db=kegg)	K19824
512	P19339	MEGAHIT-MetaBAT2-S942.31_contig_2233065_46		rank: C;3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157] (db=kegg)	K00074
513	P19355	MEGAHIT-MetaBAT2-S942.43_contig_3756969_1		rank: D;Glycosyl hydrolase family 9 [PF00759.24];Cellulase N-terminal ig-like domain [PF02927.19];Dockerin type I domain [PF00404.23] (db=pfam)	NA
514	P19402	MEGAHIT-MetaBAT2-S942.43_contig_3757223_6		rank: D;Cellulose-binding protein CttA N-terminal domain [PF18244.6] (db=pfam)	NA
515	P19438	MEGAHIT-MetaBAT2-S943.132_contig_6677352_22		rank: C;small subunit ribosomal protein S13 (db=kegg)	K02952
516	P19571	MEGAHIT-MetaBAT2-S944.7_contig_6849373_1		rank: D;DegT/DnrJ/EryC1/StrS aminotransferase family [PF01041.22] (db=pfam)	NA
517	P19620	MEGAHIT-MetaBAT2-S944.84_contig_2211540_9		rank: C;methionine-gamma-lyase [EC:4.4.1.11] (db=kegg)	K01761
518	P19646	MEGAHIT-MetaBAT2-S944.84_contig_2211654_6		rank: C;phosphonate transport system substrate-binding protein (db=kegg)	K02044
519	P19657	MEGAHIT-MetaBAT2-S944.97_contig_397115_2		rank: D;Rubrerythrin [PF02915.22];Rubrerythrin, rubredoxin-like domain [PF21349.2] (db=pfam)	NA
520	P19663	MEGAHIT-MetaBAT2-S945.103_contig_2744389_6		rank: C;electron transfer flavoprotein beta subunit (db=kegg)	K03521
521	P19681	MEGAHIT-MetaBAT2-S945.103_contig_2744407_4	MEGAHIT-MetaBAT2-S950.132_contig_5970439_25	rank: C;H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G (db=kegg)	K03612
522	P19758	MEGAHIT-MetaBAT2-S945.11_contig_1072346_4	MEGAHIT-MetaBAT2-S968.13_contig_6351629_2, MEGAHIT-MetaBAT2-S970.191_contig_2451074_11	rank: C;H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A (db=kegg)	K03617
523	P19809	MEGAHIT-MetaBAT2-S945.128_contig_358611_9		rank: E	NA
524	P19899	MEGAHIT-MetaBAT2-S945.135_contig_4381685_4		rank: C;small subunit ribosomal protein S2 (db=kegg)	K02967
525	P19979	MEGAHIT-MetaBAT2-S945.140_contig_1583078_7		rank: C;flagellin (db=kegg)	K02406
526	P20018	MEGAHIT-MetaBAT2-S945.141_contig_5189684_2		rank: D;TonB dependent receptor-like, beta-barrel [PF00593.29];CarboxypepD_reg-like domain [PF13715.11];TonB-dependent Receptor Plug Domain [PF07715.20];Carboxypeptidase regulatory-like domain [PF13620.11] (db=pfam)	NA
527	P20053	MEGAHIT-MetaBAT2-S945.141_contig_5189724_20		rank: D;CarboxypepD_reg-like domain [PF13715.11];Carboxypeptidase regulatory-like domain [PF13620.11] (db=pfam)	NA
528	P20059	MEGAHIT-MetaBAT2-S945.141_contig_5189738_6		rank: D;Outer membrane protein Omp28 [PF11551.13] (db=pfam)	NA
529	P20075	MEGAHIT-MetaBAT2-S945.141_contig_5189762_15		rank: D;CarboxypepD_reg-like domain [PF13715.11];Carboxypeptidase regulatory-like domain [PF13620.11];TonB dependent receptor-like, beta-barrel [PF00593.29] (db=pfam)	NA
530	P20096	MEGAHIT-MetaBAT2-S945.141_contig_5189782_2		rank: D;OmpA family [PF00691.25] (db=pfam)	NA
531	P20138	MEGAHIT-MetaBAT2-S945.141_contig_5189819_1		rank: D;CarboxypepD_reg-like domain [PF13715.11];Carboxypeptidase regulatory-like domain [PF13620.11] (db=pfam)	NA
532	P20287	MEGAHIT-MetaBAT2-S945.152_contig_4851873_6	MEGAHIT-MetaBAT2-S979.62_contig_5177260_4	rank: C;small subunit ribosomal protein S12 (db=kegg)	K02950
533	P20334	MEGAHIT-MetaBAT2-S945.168_contig_3689704_9		rank: C;pyruvate, orthophosphate dikinase [EC:2.7.9.1] (db=kegg)	K01006
534	P20372	MEGAHIT-MetaBAT2-S945.168_contig_3690014_3		rank: C;small subunit ribosomal protein S1 (db=kegg)	K02945
535	P20373	MEGAHIT-MetaBAT2-S945.168_contig_3690016_18		rank: C;multiple sugar transport system ATP-binding protein [EC:7.5.2.-] (db=kegg)	K10112
536	P20375	MEGAHIT-MetaBAT2-S945.168_contig_3690021_6		rank: C;pyruvate, orthophosphate dikinase [EC:2.7.9.1] (db=kegg)	K01006
537	P20399	MEGAHIT-MetaBAT2-S945.70_contig_240877_7		rank: C;lactaldehyde reductase [EC:1.1.1.77] (db=kegg)	K00048
538	P20423	MEGAHIT-MetaBAT2-S945.92_contig_5403087_3		rank: C;dipeptidase D [EC:3.4.13.-] (db=kegg)	K01270
539	P20425	MEGAHIT-MetaBAT2-S945.92_contig_5403087_9		rank: C;long-chain fatty acid transport protein (db=kegg)	K06076
540	P20431	MEGAHIT-MetaBAT2-S945.92_contig_5403091_28		rank: D;SPOR domain [PF05036.18] (db=pfam)	NA
541	P20434	MEGAHIT-MetaBAT2-S945.92_contig_5403093_2		rank: D;CarboxypepD_reg-like domain [PF13715.11];TonB-dependent Receptor Plug Domain [PF07715.20] (db=pfam)	NA
542	P20438	MEGAHIT-MetaBAT2-S945.92_contig_5403095_14		rank: C;small subunit ribosomal protein S3 (db=kegg)	K02982
543	P20457	MEGAHIT-MetaBAT2-S945.92_contig_5403097_5		rank: C;TonB-dependent starch-binding outer membrane protein SusC (db=kegg)	K21573
544	P20466	MEGAHIT-MetaBAT2-S945.92_contig_5403103_12		rank: C;myo-inositol-1-phosphate synthase [EC:5.5.1.4] (db=kegg)	K01858
545	P20467	MEGAHIT-MetaBAT2-S945.92_contig_5403104_2		rank: D;Chitobiase/beta-hexosaminidase C-terminal domain [PF13290.11];Starch-binding module 26 [PF16738.10];Fn3 associated [PF13287.11] (db=pfam)	NA
546	P20479	MEGAHIT-MetaBAT2-S945.92_contig_5403112_6		rank: D;Outer membrane protein beta-barrel domain [PF13568.11] (db=pfam)	NA
547	P20483	MEGAHIT-MetaBAT2-S945.92_contig_5403114_14		rank: C;glutamate dehydrogenase (NADP+) [EC:1.4.1.4] (db=kegg)	K00262
548	P20486	MEGAHIT-MetaBAT2-S945.92_contig_5403114_5		rank: C;6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50] (db=kegg)	K01737
549	P20487	MEGAHIT-MetaBAT2-S945.92_contig_5403114_6		rank: C;bleomycin hydrolase [EC:3.4.22.40] (db=kegg)	K01372
550	P20497	MEGAHIT-MetaBAT2-S945.92_contig_5403122_10		rank: C;molecular chaperone HtpG (db=kegg)	K04079
551	P20498	MEGAHIT-MetaBAT2-S945.92_contig_5403125_2		rank: E	NA
552	P20503	MEGAHIT-MetaBAT2-S945.92_contig_5403127_11		rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)	K21572
553	P20507	MEGAHIT-MetaBAT2-S945.92_contig_5403127_6		rank: C;fructose-bisphosphate aldolase, class II [EC:4.1.2.13] (db=kegg)	K01624
554	P20508	MEGAHIT-MetaBAT2-S945.92_contig_5403127_9		rank: C;starch-binding outer membrane protein SusE/F (db=kegg)	K21571
555	P20511	MEGAHIT-MetaBAT2-S945.92_contig_5403128_5		rank: E	NA
556	P20512	MEGAHIT-MetaBAT2-S945.92_contig_5403130_5		rank: D;Family of unknown function (DUF5723) [PF18990.5] (db=pfam)	NA
557	P20513	MEGAHIT-MetaBAT2-S945.92_contig_5403130_6		rank: E	NA
558	P20522	MEGAHIT-MetaBAT2-S945.92_contig_5403137_9		rank: C;phosphate-selective porin OprO and OprP (db=kegg)	K07221
559	P20526	MEGAHIT-MetaBAT2-S945.92_contig_5403141_18		rank: D;Amino acid kinase family [PF00696.33];ACT domain [PF22468.1] (db=pfam)	NA
560	P20541	MEGAHIT-MetaBAT2-S945.92_contig_5403147_13		rank: D;Rubrerythrin, rubredoxin-like domain [PF21349.2];Rubrerythrin [PF02915.22] (db=pfam)	NA
561	P20544	MEGAHIT-MetaBAT2-S945.92_contig_5403150_15		rank: D;Putative beta-lactamase-inhibitor-like, PepSY-like [PF11396.13] (db=pfam)	NA
562	P20545	MEGAHIT-MetaBAT2-S945.92_contig_5403151_6		rank: C;polyribonucleotide nucleotidyltransferase [EC:2.7.7.8] (db=kegg)	K00962
563	P20551	MEGAHIT-MetaBAT2-S945.92_contig_5403154_8		rank: C;IMP dehydrogenase [EC:1.1.1.205] (db=kegg)	K00088
564	P20556	MEGAHIT-MetaBAT2-S945.92_contig_5403155_15		rank: C;DNA-directed RNA polymerase subunit beta [EC:2.7.7.6] (db=kegg)	K03043
565	P20557	MEGAHIT-MetaBAT2-S945.92_contig_5403155_16		rank: C;DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6] (db=kegg)	K03046
566	P20560	MEGAHIT-MetaBAT2-S945.92_contig_5403156_13		rank: C;large subunit ribosomal protein L21 (db=kegg)	K02888
567	P20563	MEGAHIT-MetaBAT2-S945.92_contig_5403156_6		rank: C;F-type H+-transporting ATPase subunit a (db=kegg)	K02108
568	P20567	MEGAHIT-MetaBAT2-S945.92_contig_5403157_22		rank: D;Domain of unknown function (DUF4878) [PF12870.12] (db=pfam)	NA
569	P20568	MEGAHIT-MetaBAT2-S945.92_contig_5403160_10		rank: C;2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42] (db=kegg)	K01625
570	P20576	MEGAHIT-MetaBAT2-S945.92_contig_5403163_26		rank: D;D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain [PF00389.35];D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain [PF02826.24];NAD binding domain of 6-phosphogluconate dehydrogenase [PF03446.20] (db=pfam)	NA
571	P20579	MEGAHIT-MetaBAT2-S945.92_contig_5403164_14		rank: C;peptidyl-prolyl cis-trans isomerase D [EC:5.2.1.8] (db=kegg)	K03770
572	P20581	MEGAHIT-MetaBAT2-S945.92_contig_5403165_13		rank: C;glucuronate isomerase [EC:5.3.1.12] (db=kegg)	K01812
573	P20582	MEGAHIT-MetaBAT2-S945.92_contig_5403165_14		rank: C;polysaccharide biosynthesis/export protein (db=kegg)	K01991
574	P20586	MEGAHIT-MetaBAT2-S945.92_contig_5403167_19		rank: C;transcription termination/antitermination protein NusA (db=kegg)	K02600
575	P20591	MEGAHIT-MetaBAT2-S945.92_contig_5403170_12		rank: C;periplasmic protein TonB (db=kegg)	K03832
576	P20592	MEGAHIT-MetaBAT2-S945.92_contig_5403170_9		rank: C;biopolymer transport protein ExbB (db=kegg)	K03561
577	P20598	MEGAHIT-MetaBAT2-S945.92_contig_5403179_19		rank: D;Domain of unknown function (DUF4836) [PF16120.10] (db=pfam)	NA
578	P20599	MEGAHIT-MetaBAT2-S945.92_contig_5403179_23		rank: E	NA
579	P20601	MEGAHIT-MetaBAT2-S945.92_contig_5403179_25		rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)	K21572
580	P20602	MEGAHIT-MetaBAT2-S945.92_contig_5403179_26		rank: D;Putative zinc-binding metallo-peptidase [PF15890.10] (db=pfam)	NA
581	P20604	MEGAHIT-MetaBAT2-S945.92_contig_5403179_28		rank: E	NA
582	P20605	MEGAHIT-MetaBAT2-S945.92_contig_5403179_43		rank: C;Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA (db=kegg)	K03718
